booking_id,carrier_code,vehicle,vehicle_capacity,total_amount,total_package,total_weight (tons),total_cbm,total_load_proportion_rate,transport_utilization_rate,num_of_pickup_point,pickup_points,last_pickup_point,num_of_destination_point,store_code,total_loading_time (days),pickup_time (days),delivery_time (days),delivery_month
19-TP-BB-11062024-155505,D,51D-343.96,2.2,112352174,210,2.38644,5.8880115,100,100,1,B,B,1,E,0.025,0.01180555555,0.9298611111,Sep-2024
02-TP-AA-11062024-155635,E,51C-919.76,5,253317517,590,4.6642575,14.0771715,100,100,1,C,C,1,E,0.02083333333,0.03680555556,0.8131944444,Sep-2024
60-TP-AA-11072024-163493,C,50H-052.71,9,365311122,750,7.1336055,16.959726,100,100,2,CB,B,1,F,0.02638888889,0.09722222222,0.2541666667,Sep-2024
60-TP-AA-11072024-163492,C,61C-282.28,16,367402658,830,9.5284245,26.643351,100,100,1,B,B,1,F,0.02638888889,0.01111111111,0.1125,Sep-2024
19-TP-AA-11072024-163503,D,61P-0114,5,165695088,420,5.288367,12.115131,100,100,1,B,B,1,E,0.04791666667,0.005555555552,0.8305555556,Oct-2024
19-TP-AA-11072024-163504,D,51C-558.65,5,214689128,430,4.58325,21.9474465,100,100,1,B,B,1,E,0.07083333333,0.01736111111,0.75,Oct-2024
02-TP-AA-11072024-163436,E,51D-157.63,2.3,167250851,290,1.88622,7.7548695,100,100,1,C,C,1,E,0.02152777778,0.01805555555,0.73125,Oct-2024
26-TI-AA-11082024-170473,B,50H-088.90,16,559412192,890,9.8713755,34.6792635,100,100,3,ACB,B,1,D,0.1868055555,0.07291666668,1.863888889,Oct-2024
19-TP-AA-11082024-170371,D,51D-343.96,2.2,95640534,190,2.3021145,6.324969,100,100,1,B,B,1,E,0.01319444444,0.02430555555,0.9326388889,Oct-2024
02-TP-AA-11082024-170487,E,50H-206.50,5,148932217,450,5.65068,11.198775,100,100,1,C,C,1,E,0.01736111111,0.025,0.7722222222,Oct-2024
02-TP-AA-12082024-170538,E,51C-302.42,5,308911279,800,4.180869,15.7234875,100,100,1,C,C,1,E,0.02777777777,0.01319444445,0.6777777778,Nov-2024
60-TP-AA-11092024-178094,C,51C-853.76,16,574482017,1510,9.7501425,24.765972,100,100,3,ACB,B,1,F,0.03472222223,0.2055555556,0.1208333333,Nov-2024
26-TI-AA-11092024-178070,B,50E-078.34,16,558931742,1170,14.8835085,37.1324625,100,100,1,B,B,1,D,0.1916666667,0.01875,1.747222222,Nov-2024
26-TI-AA-11092024-178071,B,50H-263.89,16,428052629,860,7.5889905,18.651507,55,100,2,CA,A,1,D,0.05902777777,0.2243055556,1.659027778,Nov-2024
19-TP-AA-11092024-178104,D,61P-0114,5,194167113,400,5.280933,14.2094505,100,100,1,B,B,1,E,0.02916666667,0.006944444438,0.7465277778,Jun-2024
02-TP-AA-11092024-178105,E,50H-206.50,5,221141083,550,5.35164,15.3596625,100,100,2,AC,C,1,E,0.02986111111,0.06597222223,0.6743055556,Jun-2024
60-TP-AA-11102024-184783,C,50H-052.21,9,300811348,510,6.429045,18.144966,100,100,2,CB,B,1,F,0.06736111112,0.06944444443,0.1791666667,Jun-2024
02-TP-AA-11102024-184763,E,51D-157.63,2.3,103136197,280,2.26128,5.6371875,100,100,2,AC,C,1,E,0.03263888889,0.01875,0.7215277778,Jun-2024
60-TP-AA-11112024-191850,C,51C-853.76,16,406956768,1220,16.80315,39.997608,100,100,1,C,C,1,F,0.02499999999,0.004166666666,0.1013888889,Jun-2024
60-TP-AA-11112024-191852,C,50LD-165.85,9,274724888,450,5.3267025,21.647493,100,100,1,B,B,1,F,0.02152777778,0.0375,0.2611111111,Jun-2024
60-TP-AA-11112024-191851,C,51D-174.22,9,216131155,970,8.819727,16.4049165,100,100,1,C,C,1,F,0.02777777777,0.01527777778,0.2597222222,Jun-2024
26-TI-AA-11112024-191824,B,50H-306.87,16,633154202,1650,12.730914,33.412806,100,100,1,C,C,1,D,0.1,0.009722222225,1.933333333,Jun-2024
26-TI-AA-11112024-191825,B,50H-604.35,16,576965864,1120,14.3845275,36.200031,100,100,1,B,B,1,D,0.2048611111,0.01597222222,1.772222222,Jun-2024
19-TP-AA-11112024-191862,D,51C-691.01,5,233636422,370,4.076625,16.0678665,100,100,1,B,B,1,E,0.04791666666,0.0125,0.9048611111,Jun-2024
02-TP-AA-11112024-191808,E,51D-336.62,2.3,99661697,260,3.152205,3.314577,100,100,1,C,C,1,E,0.02013888889,0.02083333333,0.7680555556,Jul-2024
02-TP-AA-11112024-191863,E,51C-919.76,5,127909346,280,5.25693,7.6439895,100,100,1,C,C,1,E,0.01180555556,0.01180555555,0.7465277778,Jul-2024
02-TP-AA-11112024-191811,E,50H-245.07,2.3,83940124,290,1.05105,3.767946,100,100,1,C,C,1,E,0.01111111111,0.001388888893,0.7381944444,Jul-2024
02-TP-AA-11112024-191810,E,51C-720.66,2.3,45667599,290,1.29108,5.546877,100,100,1,C,C,1,E,0.01875,0.004166666666,0.7243055556,Aug-2024
02-TP-AA-11112024-191864,E,51C-302.42,5,152539564,450,5.786655,10.2211095,100,100,1,C,C,1,E,0.02291666667,0.02152777778,0.7020833333,Aug-2024
02-TP-AA-11112024-191807,E,51D-340.46,2,116893121,140,5.08578,9.09405,100,100,1,C,C,1,E,0.005555555559,0.04375,0.6986111111,Aug-2024
02-TP-AA-11112024-191806,E,51D-339.81,2.3,0,210,0,0,100,100,1,C,C,1,E,0.01736111112,0.03958333333,0.6861111111,Aug-2024
02-TP-AA-11112024-191BB,E,50H-255.25,2.3,140401224,230,2.214765,5.7008805,100,100,2,AC,C,1,E,0.01388888888,0.05069444445,0.6590277778,Aug-2024
02-TP-AA-11112024-191809,E,51D-157.63,2.3,39618867,230,0.821562,1.863477,100,100,1,C,C,1,E,0.01388888888,0.06388888889,0.6583333333,Aug-2024
60-TP-AA-12062024-155898,C,50LD-195.34,5,277216393,470,5.096259,12.547479,100,100,1,B,B,1,F,0.01944444444,0.01805555556,0.8979166667,Aug-2024
19-TP-AA-12062024-155906,D,61P-0114,5,297401946,450,5.240277,12.9813705,100,100,1,B,B,1,E,0.02083333334,0.025,0.08472222222,Sep-2024
19-TP-AA-12062024-155907,D,61E-005.02,5,248597699,420,4.37451,19.431426,100,100,1,B,B,1,E,0.03402777778,0.008333333331,0.7402777778,Sep-2024
02-TP-AA-12062024-155905,E,51C-302.42,5,211322982,430,4.740813,10.675119,100,100,2,AC,C,1,E,0.02708333333,0.07986111111,0.64375,Sep-2024
02-TP-AA-12062024-155875,E,51D-157.63,2.3,57577671,380,2.0454,5.9791935,100,100,1,C,C,1,E,0.008333333331,0.01944444445,0.6333333333,Sep-2024
60-TP-AA-12072024-163763,C,51C-853.76,16,395952942,1200,9.9364545,24.943884,100,100,2,CA,A,1,F,0.01666666667,0.05625,0.2527777778,Sep-2024
26-TI-AA-13072024-163798,B,50H-265.18,16,369756550,880,6.074523,24.7408245,75,100,3,ABC,C,1,D,0.04444444445,0.1770833333,1.052083333,Sep-2024
19-TP-AA-12072024-163770,D,51C-558.65,5,232687130,430,5.336835,15.5170365,100,100,1,B,B,1,E,0.04583333334,0.01597222222,0.8368055556,Sep-2024
19-TP-BB-13072024-163811,D,51D-343.96,2.2,103140792,180,2.0978685,5.7915585,100,100,1,B,B,1,E,0.01319444444,0.002083333333,0.7375,Sep-2024
02-TP-AA-13072024-163804,E,51C-302.42,5,149743508,460,5.280975,10.41621,100,100,1,C,C,1,E,0.01805555556,0.01875,0.6638888889,Sep-2024
02-TP-AA-13072024-163BB,E,51C-919.76,5,158215626,500,8.4,12.0162315,100,100,1,C,C,1,E,0.02083333333,0.03333333334,0.6388888889,Oct-2024
02-TP-AA-13072024-163822,E,51C-538.27,5,157820884,470,3.881073,9.3688455,100,100,2,AC,C,1,E,0.03333333333,0.03194444445,0.6166666667,Oct-2024
60-TP-AA-12082024-170716,C,61C-282.28,16,313707180,1120,8.1444615,24.192399,100,100,1,C,C,1,F,0.02986111111,0.01041666666,0.1305555556,Oct-2024
60-TP-AA-12082024-170715,C,51C-853.76,16,384536269,1260,12.8830485,23.9047515,100,100,1,C,C,1,F,0.006250000006,0.02499999999,0.1666666667,Oct-2024
60-TP-AA-12082024-170717,C,61C-282.28,16,411008700,1200,8.117256,24.3595485,100,100,2,CB,B,1,F,0.03263888889,0.1326388889,0.1145833333,Oct-2024
26-TI-AA-12082024-170695,B,51D-626.81,16,740800802,1690,15.082032,38.323236,100,100,2,CB,B,1,D,0.1201388889,0.1027777778,1.804861111,Oct-2024
19-TP-AA-12082024-170734,D,51C-691.01,5,259425728,440,5.129586,13.95198,100,100,1,B,B,1,E,0.03888888889,0.006249999999,0.7993055556,Oct-2024
02-TP-AA-12082024-170671,E,51D-339.81,2.3,52711984,130,2.394,3.8761065,100,100,1,C,C,1,E,0.008333333331,0.01944444444,0.7104166667,Oct-2024
02-TP-AA-12082024-170736,E,51C-302.42,5,94285044,470,5.282235,8.865822,100,100,1,C,C,1,E,0.01527777778,0.01805555556,0.6673611111,Oct-2024
02-TP-AA-12082024-170735,E,51C-919.76,5,162073086,340,5.939325,8.472954,100,100,1,C,C,1,E,0.03263888889,0.003472222219,0.6534722222,Nov-2024
02-TP-AA-12082024-170668,E,51D-336.62,2.3,31994300,230,2.00655,2.809296,100,100,1,C,C,1,E,0.01736111111,0.01458333333,0.6444444444,Nov-2024
02-TP-AA-12082024-170674,E,51D-157.63,2.3,24405394,220,4.09395,7.03815,100,100,1,C,C,1,E,0.01458333334,0.0006944444394,0.5986111111,Nov-2024
02-TP-AA-12082024-170670,E,51C-720.66,2.3,73999832,170,0.5338515,2.924208,100,100,1,C,C,1,E,0.02013888889,0.001388888893,0.5881944444,Nov-2024
02-TP-AA-12082024-170672,E,50H-231.72,2.3,164648436,240,2.4502275,5.670672,100,100,1,C,C,1,E,0.03125,0.009027777778,0.5708333333,Nov-2024
02-TP-AA-12082024-170669,E,50H-245.07,2.3,173462342,260,4.4898,8.8817505,100,100,1,C,C,1,E,0.02569444445,0.00277777778,0.5652777778,Nov-2024
02-TP-AA-12082024-170673,E,50H-255.25,2.3,149941624,280,4.379235,10.5047985,100,100,1,C,C,1,E,0.01875,0.0006944444467,0.5590277778,Jun-2024
60-TP-AA-12092024-178389,C,61C-282.28,16,513424852,930,9.9198015,26.22564,100,100,2,CB,B,1,F,0.04236111111,0.05486111112,0.2458333333,Jun-2024
02-TP-AA-13092024-178484,E,51C-919.76,5,224669779,410,3.9271575,10.2194715,100,100,1,C,C,1,E,0.0375,0.0006944444467,0.6534722222,Jun-2024
60-TP-AA-12102024-184937,C,50H-052.71,9,327143437,920,7.628922,17.9354385,100,100,1,C,C,1,F,0.01319444444,0.01111111111,0.1409722222,Jun-2024
02-TP-AA-12102024-184941,E,50H-206.50,5,221259430,680,4.4079,13.8990285,100,100,1,C,C,1,E,0.04305555555,0.02430555555,0.7368055556,Jun-2024
02-TP-AA-12102024-184942,E,51C-538.27,5,233792589,530,4.446519,15.515556,100,100,2,AC,C,1,E,0.04027777778,0.04583333334,0.7125,Jun-2024
60-TP-AA-12112024-192109,C,61C-282.28,16,504391963,990,11.376141,26.850663,100,100,3,ACB,B,1,F,0.03541666667,0.1180555556,0.2097222222,Jun-2024
02-TP-AA-13112024-192174,E,51C-538.27,5,222075103,770,4.962825,17.003973,100,100,1,C,C,1,E,0.04722222222,0.01597222222,0.6555555556,Jun-2024
60-TP-AA-13062024-156110,C,51D-473.93,9,182879400,870,8.674995,18.7945905,100,100,1,C,C,1,F,0.02777777778,0.005555555552,0.2090277778,Jun-2024
26-TI-AA-13062024-156095,B,50H-263.10,16,556504627,1140,8.877246,32.8063995,100,100,3,ACB,B,1,D,0.1395833333,0.08819444444,1.766666667,Jun-2024
19-TP-AA-13062024-156118,D,51C-558.65,5,252244344,440,5.11917,22.1784255,100,100,1,B,B,1,E,0.03402777778,0.004861111112,0.9263888889,Jun-2024
02-TP-AA-14062024-156215,E,50H-245.07,2.3,91230941,250,2.3793,4.261236,100,100,1,C,C,1,E,0.009027777778,0.02291666667,0.7131944444,Jun-2024
19-TP-BB-13062024-156000,D,51D-343.96,2.2,164070106,220,2.74806,6.250419,100,100,1,B,B,1,E,0.006249999999,0.004166666673,0.7083333333,Jun-2024
TTPP-AA-14072024-164005,A,51C-053.21,1.4,45577798,170,1.33035,2.3292255,100,100,1,C,C,1,F,0.008333333331,0.0006944444467,0.8951388889,Jul-2024
TTPP-AA-14072024-164002,A,51C-062.61,1.6,131462015,250,1.7349675,6.952197,100,100,2,CA,A,1,F,0.0111111111,0.02430555556,0.8888888889,Jul-2024
26-TI-AA-13072024-163858,B,51D-611.48,16,644197689,1240,12.803007,36.379098,100,100,2,AC,C,1,D,0.07013888889,0.06458333333,1.883333333,Jul-2024
02-TP-AA-13072024-163867,E,50H-206.50,5,298215054,750,4.98981,15.890112,100,100,1,C,C,1,E,0.04583333333,0.01388888889,0.5861111111,Jul-2024
02-TP-AA-13072024-163868,E,51C-538.27,5,166470226,450,6.14313,9.943374,100,100,1,C,C,1,E,0.009027777778,0.01111111111,0.5083333333,Jul-2024
60-TP-AA-13082024-170978,C,51C-893.72,2.2,139026092,240,1.1880435,7.031955,100,100,1,A,A,1,F,0.01180555556,0.02083333333,0.1270833333,Jul-2024
26-TI-AA-13082024-171001,B,51D-610.66,16,245793389,370,3.2477445,10.10163,30,100,1,B,B,1,D,0.04791666667,0.09999999999,1.811111111,Jul-2024
02-TP-AA-14082024-171049,E,50H-206.50,5,33608152,420,0.880425,1.604463,100,100,1,C,C,1,E,0.04722222222,0.002083333333,0.6930555556,Jul-2024
02-TP-AA-14082024-171050,E,51C-302.42,5,114339270,250,6.3105,9.7901055,100,100,1,C,C,1,E,0.03125,0.02847222223,0.6659722222,Jul-2024
60-TP-AA-13092024-178654,C,51D-473.93,9,288819069,710,7.065954,17.6287335,100,95,2,CA,A,1,F,0.01875,0.06180555555,0.2944444444,Jul-2024
60-TP-AA-13092024-178653,C,61H-078.12,9,455851302,710,8.686251,22.5093855,100,100,1,B,B,1,F,0.02222222222,0.01180555556,0.08402777778,Jul-2024
60-TP-AA-13102024-185178,C,50LD-195.34,5,278480143,550,3.252879,16.795464,100,100,2,AC,C,1,F,0.0173611111,0.04166666667,0.2375,Aug-2024
60-TP-AA-13102024-185179,C,51D-174.22,9,387699932,640,7.02702,15.835113,100,100,2,CB,B,1,F,0.0375,0.07291666667,0.2013888889,Aug-2024
19-TP-AA-13102024-185067,D,51D-343.96,2.2,156751378,200,1.32993,2.5032525,100,100,1,B,B,1,E,0.01875,0.007638888885,0.7763888889,Aug-2024
02-TP-AA-13102024-185147,E,50H-255.25,2.3,206206079,270,2.5331775,9.055914,100,100,1,C,C,1,E,0.02013888889,0.006249999999,0.675,Aug-2024
60-TP-AA-13112024-192413,C,50LD-195.34,5,121117846,510,5.57172,8.0354505,100,100,1,C,C,1,F,0.02013888889,0.01041666666,0.2111111111,Aug-2024
60-TP-AA-13112024-192423,C,50LD-195.34,5,257490367,440,4.533858,9.816324,100,100,1,B,B,1,F,0.01736111111,0.009027777778,0.2041666667,Sep-2024
26-TI-AA-13112024-192382,B,50H-088.90,16,629801855,920,8.6665005,36.0190005,100,100,3,CAB,B,1,D,0.08402777778,0.2173611111,1.75625,Sep-2024
19-TP-AA-13112024-192431,D,51C-558.65,5,169849143,420,5.4393465,12.158139,100,100,1,B,B,1,E,0.05555555556,0.0236111111,0.88125,Sep-2024
19-TP-AA-13112024-192430,D,61E-005.02,5,248585463,520,5.1696435,13.214271,100,100,1,B,B,1,E,0.04652777778,0.02777777778,0.7277777778,Sep-2024
19-TP-BB-13112024-192215,D,51D-540.58,2,69006705,150,2.09433,4.695663,100,100,1,B,B,1,E,0.009722222225,0.009027777778,0.66875,Sep-2024
02-TP-AA-13112024-192307,E,51D-340.46,2,188696868,260,1.421196,8.0491425,100,100,2,AC,C,1,E,0.02083333334,0.02291666667,0.6423611111,Sep-2024
60-TP-AA-14062024-156344,C,61C-282.28,16,357103280,960,8.20407,23.685921,100,100,3,ACB,B,1,F,0.03888888888,0.08402777778,0.1986111111,Sep-2024
60-TP-AA-14062024-156343,C,51C-853.76,16,489136200,900,10.0983855,28.5487125,100,100,1,B,B,1,F,0.02083333334,0.01319444444,1.811805556,Sep-2024
60-TP-AA-14062024-156342,C,61C-282.28,16,380575923,1000,7.902132,22.212309,100,100,1,C,C,1,F,0.005555555559,0.0006944444467,1.735416667,Oct-2024
26-TI-AA-14062024-156327,B,51C-520.79,16,348776620,690,6.748707,18.089106,50,100,2,BA,A,1,D,0.08472222222,0.1534722222,2.747222222,Oct-2024
19-TP-BB-14062024-156235,D,51D-540.58,2,85117895,170,1.833825,4.3173375,100,100,1,B,B,1,E,0.01736111111,0.01111111111,1.061805556,Oct-2024
19-TP-BB-14062024-156234,D,51D-313.73,2.2,73401487,430,2.352483,4.241223,100,100,1,B,B,1,E,0.01041666666,0.005555555559,0.8819444444,Oct-2024
02-TP-AA-14062024-156288,E,51D-157.63,2.3,78610703,210,2.348955,4.674033,100,100,1,C,C,1,E,0.01458333333,0.025,0.8402777778,Oct-2024
02-TP-AA-14062024-156351,E,51C-302.42,5,107911397,510,5.294625,6.839679,100,100,1,C,C,1,E,0.02986111111,0.04444444444,0.8006944444,Nov-2024
02-TP-AA-14062024-156287,E,51D-336.62,2.3,74524491,260,1.076334,5.9214225,100,100,2,AC,C,1,E,0.02152777778,0.05208333334,0.7979166667,Nov-2024
02-TP-AA-14062024-156352,E,50H-206.50,5,334853786,550,5.487258,10.688559,100,100,1,C,C,1,E,0.02638888889,0.075,0.7409722222,Nov-2024
60-TP-AA-14072024-164085,C,51C-853.76,16,386217406,1260,11.0581275,24.902115,100,100,1,C,C,1,F,0.008333333331,0.05,0.2416666667,Nov-2024
60-TP-AA-14072024-164086,C,50LD-195.34,5,171361107,440,5.426736,13.2657105,100,100,2,CB,B,1,F,0.02708333333,0.06319444445,0.1291666667,Jun-2024
02-TP-AA-14072024-164062,E,50H-206.50,5,159351226,460,2.17749,12.246906,100,100,2,CA,A,1,E,0.02152777778,0.04722222222,0.7020833333,Jun-2024
60-TP-AA-14082024-171317,C,51C-853.76,16,579423129,1160,11.517702,23.6408235,100,100,1,C,C,1,F,0.04166666666,0.01458333334,0.11875,Jun-2024
60-TP-AA-14082024-171318,C,50LD-165.85,9,253641320,500,5.0756685,18.7854555,100,83,2,AB,B,1,F,0.03333333334,0.06874999999,0.8763888889,Jun-2024
TTPP-AA-15082024-171375,A,51C-062.61,1.5,63628332,170,1.372665,3.985884,100,100,1,C,C,1,F,0.02361111111,0.0006944444467,0.8645833333,Jun-2024
26-TI-AA-14082024-171295,B,51C-703.39,16,522948806,1110,14.649873,36.7047765,100,100,1,B,B,1,D,0.1138888889,0.01527777778,1.866666667,Jun-2024
26-TI-AA-14082024-171294,B,51D-445.71,16,501316272,910,7.134477,28.0322175,100,100,2,CA,A,1,D,0.04513888889,0.1909722222,1.779861111,Jul-2024
19-TP-BB-14082024-171105,D,51D-343.96,2.2,71912204,170,2.2932,5.9552115,100,100,1,B,B,1,E,0.01805555556,0.002083333333,0.7486111111,Jul-2024
02-TP-AA-14082024-171177,E,50H-255.25,2.3,79126111,190,1.3950195,8.1967095,100,100,1,A,A,1,E,0.01458333334,0.04791666666,0.7201388889,Jul-2024
19-TP-BB-14082024-171104,D,51D-541.32,2,99369810,160,1.71171,7.577766,100,100,1,B,B,1,E,0.02222222222,0.01319444444,0.7020833333,Jul-2024
02-TP-AA-14082024-171337,E,51C-302.42,5,128747666,230,5.5755,6.43335,100,100,1,C,C,1,E,0.03472222222,0.01180555556,0.6916666667,Jul-2024
19-TP-AA-14082024-171338,D,61P-0114,5,148711948,430,5.1573165,11.085228,100,100,1,B,B,1,E,0.025,0.02013888889,0.6861111111,Jul-2024
60-TP-AA-14092024-178862,C,50LD-195.34,5,152513911,740,4.263105,12.459762,100,100,1,C,C,1,F,0.01458333333,0.02222222222,0.2277777778,Aug-2024
60-TP-AA-14092024-178861,C,50LD-165.85,9,178079794,750,8.068872,16.678179,100,100,1,C,C,1,F,0.01597222222,0.02222222222,0.2076388889,Aug-2024
TTPP-AA-15092024-179018,A,51C-053.21,1.4,64596136,40,0.56469,1.2327,30,100,1,C,C,1,F,0.01319444444,0.01388888889,0.7729166667,Aug-2024
26-TI-AA-14092024-178856,B,51D-447.14,16,582094509,1440,10.4713665,39.5117415,100,100,2,CA,A,1,D,0.06666666667,0.1798611111,1.759722222,Aug-2024
60-TP-AA-14102024-185350,C,71C-085.31,16,283526837,1250,9.285444,25.35393,100,100,1,C,C,1,F,0.02499999999,0.02847222223,0.1243055556,Aug-2024
60-TP-AA-14102024-185351,C,61C-282.28,16,439180872,1040,10.470621,25.117092,100,100,3,ACB,B,1,F,0.03958333332,0.09305555557,0.2201388889,Aug-2024
26-TI-AA-14102024-185329,B,50LD-178.61,16,567228058,1080,12.4077135,34.9065465,100,100,1,B,B,1,D,0.1590277778,0.009027777771,1.793055556,Sep-2024
26-TI-AA-14102024-185330,B,50H-309.20,16,737256785,1630,14.861364,38.1454815,100,100,2,AC,C,1,D,0.05833333333,0.1881944444,1.840277778,Sep-2024
19-TP-AA-14102024-185367,D,61E-005.02,5,260540737,440,5.187462,11.089806,100,100,1,B,B,1,E,0.04444444444,0.007638888885,0.79375,Sep-2024
19-TP-AA-14102024-185366,D,61P-0114,5,212841667,450,4.972989,12.6675465,100,100,1,B,B,1,E,0.04583333334,0.009027777771,1.728472222,Sep-2024
02-TP-AA-14102024-185368,E,51C-919.76,5,217805625,440,4.923681,10.950366,100,100,1,C,C,1,E,0.025,0.02083333333,0.6013888889,Sep-2024
02-TP-AA-14102024-185306,E,51D-336.62,2.3,120382133,200,2.86923,4.70295,100,100,1,C,C,1,E,0.02083333334,0.01111111111,0.6090277778,Sep-2024
60-TP-AA-14112024-192752,C,71C-085.31,16,551062587,960,11.205894,27.551223,100,100,1,B,B,1,F,0.01944444445,0.0111111111,0.75625,Sep-2024
26-TI-AA-14112024-192728,B,50H-257.68,16,727450779,820,6.607902,38.9662665,100,100,3,CAB,B,1,D,0.06875,0.2048611111,2.031944444,Sep-2024
19-TP-AA-14112024-192766,D,51C-558.65,5,206322109,430,5.368125,13.437501,100,100,1,B,B,1,E,0.03541666667,0.005555555559,0.8513888889,Sep-2024
02-TP-AA-14112024-192767,E,51C-538.27,5,196065834,450,5.081265,11.6163285,100,100,1,C,C,1,E,0.03055555555,0.02569444444,0.6173611111,Oct-2024
02-TP-AA-14112024-192692,E,51D-157.63,2.3,76679421,250,1.490895,136.2145365,100,100,2,AC,C,1,E,0.02430555555,0.0125,0.6013888889,Oct-2024
02-TP-AA-14112024-192768,E,50H-206.50,5,258143379,700,6.01629,16.240371,100,100,1,C,C,1,E,0.03472222223,0.01666666666,0.5388888889,Oct-2024
02-TP-AA-14112024-192769,E,51C-919.76,5,165590955,480,5.498325,8.834973,100,100,1,C,C,1,E,0.02430555555,0.04236111111,0.5229166667,Oct-2024
02-TP-AA-16062024-156636,E,51D-336.62,2.3,229452298,230,1.99605,5.1717855,100,100,1,C,C,1,E,0.01736111111,0.002083333333,0.7854166667,Nov-2024
02-TP-AA-16062024-156629,E,51D-339.81,2.3,81807600,200,2.805075,2.895942,100,100,1,C,C,1,E,0.01666666667,0.01944444444,0.76875,Nov-2024
60-TP-AA-15072024-164304,C,50LD-195.34,5,190321152,480,3.876075,11.3930355,100,100,2,CA,A,1,F,0.01319444444,0.04305555556,0.2680555556,Nov-2024
26-TI-AA-15072024-164286,B,78C-030.40,16,647757410,1280,15.047214,38.3802825,100,100,2,CB,B,1,D,0.1125,0.1923611111,0.7576388889,Nov-2024
19-TP-AA-15072024-164313,D,51C-558.65,5,178874247,370,5.233032,12.0226995,100,100,1,B,B,1,E,0.02222222222,0.01319444444,0.6729166667,Nov-2024
TTPP-AA-16082024-171632,A,54Y-8011,5.4,162561632,370,5.070597,9.407349,100,100,2,BC,C,1,F,0.02638888889,0.02777777777,0.18125,Nov-2024
26-TI-AA-15082024-171509,B,50E-078.34,16,227318197,360,3.83586,10.295712,25,100,1,B,B,1,D,0.05763888889,0.01875,1.940277778,Nov-2024
19-TP-BB-15082024-171397,D,51D-343.96,2.2,86506698,160,2.298975,5.400465,100,100,1,B,B,1,E,0.01388888889,0.006249999999,0.9069444444,Nov-2024
19-TP-BB-15082024-171396,D,51D-541.32,2,82881436,150,2.079945,5.560254,100,100,1,B,B,1,E,0.01527777778,0.01597222222,0.7909722222,Nov-2024
02-TP-AA-15082024-171532,E,51C-302.42,5,232632394,640,4.065894,12.2267775,100,100,1,C,C,1,E,0.05694444444,0.01041666667,0.6604166667,Nov-2024
TTPP-AA-15092024-178986,A,54x-2539,1.3,32658523,60,0.5276145,1.4070525,50,100,1,B,B,1,F,0.03194444445,0.009722222218,0.07083333334,Nov-2024
60-TP-AA-15092024-179154,C,50LD-195.34,5,248220332,560,5.1733395,17.1642765,100,100,1,C,C,1,F,0.01111111111,0.01736111111,0.2506944444,Nov-2024
60-TP-AA-15092024-179155,C,50LD-194.99,9,241194718,530,6.267912,16.269288,100,83,1,B,B,1,F,0.007638888892,0.0125,0.1583333333,Nov-2024
26-TI-AA-15092024-179135,B,50H-257.68,16,94489938,100,1.277052,3.7886835,10,100,1,B,B,1,D,0.01736111111,0.03819444445,1.75,Nov-2024
19-TP-AA-15092024-179161,D,51C-691.01,5,229354641,410,5.1991695,12.7198155,100,100,1,B,B,1,E,0.03263888889,0.005555555552,0.8729166667,Nov-2024
02-TP-AA-15092024-179163,E,51C-538.27,5,285000556,760,5.122719,13.8204045,100,100,1,C,C,1,E,0.03750000001,0.01041666666,0.6881944444,Nov-2024
19-TP-AA-15092024-179162,D,51C-558.65,5,232481870,460,5.234145,14.683347,100,100,1,B,B,1,E,0.03680555555,0.00486111112,0.3208333333,Jun-2024
02-TP-AA-15092024-179165,E,51C-302.42,5,137244749,600,4.999155,12.6914865,100,100,1,C,C,1,E,0.01388888888,0.002777777787,0.6618055556,Jun-2024
02-TP-AA-15092024-179164,E,50H-206.50,5,89276084,460,4.743165,8.9010285,100,100,2,CA,A,1,E,0.02777777777,0.05416666667,0.6611111111,Jun-2024
19-TP-BB-15102024-185470,D,51D-342.45,2.2,104286638,160,2.19786,4.219047,100,100,1,B,B,1,E,0.02777777777,0.00486111112,0.9361111111,Jun-2024
19-TP-BB-15102024-185471,D,51D-343.96,2.2,52873118,130,1.39209,6.612627,100,100,1,B,B,1,E,0.01458333334,0.006944444438,0.8847222222,Jun-2024
02-TP-AA-15102024-185641,E,51C-538.27,5,305069407,490,5.2221435,10.9122195,100,100,1,C,C,1,E,0.04027777778,0.0006944444467,0.7347222222,Jun-2024
02-TP-AA-16102024-185674,E,51C-919.76,5,347187018,880,4.472349,14.768187,100,100,1,C,C,1,E,0.06111111111,0.01041666667,0.6722222222,Jul-2024
02-TP-AA-15102024-185642,E,50H-206.50,5,111500350,500,5.932395,8.0280795,100,100,1,C,C,1,E,0.03263888889,0.04652777778,0.6583333333,Jul-2024
60-TP-AA-15112024-193131,C,50H-052.21,9,305045841,920,6.9923175,152.024166,100,100,3,ACB,B,1,F,0.03055555556,0.1729166667,0.09097222222,Jul-2024
26-TI-AA-15112024-193113,B,50H-609.19,16,415406363,850,9.124185,23.157015,59,100,2,CB,B,1,D,0.1020833333,1.813194444,0.04305555556,Jul-2024
19-TP-BB-15112024-192943,D,51D-313.73,2.2,364895643,350,2.26149,6.415122,100,100,1,B,B,1,E,0.02777777777,0.009722222232,1.01875,Jul-2024
19-TP-BB-15112024-192944,D,51D-343.96,2.2,87635718,190,2.393433,5.7931335,100,100,1,B,B,1,E,0.01458333333,0.01111111111,0.9152777778,Jul-2024
