booking_id,carrier_code,vehicle,vehicle_capacity,total_amount,total_package,total_weight (tons),total_cbm,total_load_proportion_rate,transport_utilization_rate,num_of_pickup_point,pickup_points,last_pickup_point,num_of_destination_point,store_code,total_loading_time (days),pickup_time (days),delivery_time (days),delivery_month
26-TI-AA-01072024-160974,B,51D-610.66,16,604586811,1230,14.0530215,36.140895,100,100,2,CB,B,1,D,0.26875,0.08125,2.173611111,Sep-2024
19-TP-AA-01072024-161008,D,51C-558.65,5,291255068,440,6.2435625,14.034762,100,100,1,B,B,1,E,0.05069444444,0.0125,1.172222222,Nov-2024
02-TP-AA-01072024-160904,E,51C-720.66,2.3,66893465,90,2.3625,3.1185,100,100,1,C,C,1,E,0.01180555555,0.00208333334,1.111805556,Nov-2024
02-TP-AA-01072024-160903,E,51D-339.81,2.3,107371806,270,2.4024,3.371004,100,100,1,C,C,1,E,0.01041666666,0.001388888893,1.081944444,Nov-2024
02-TP-AA-01072024-161002,E,51C-538.27,5,153132240,560,4.631088,8.571087,100,100,1,C,C,1,E,0.03194444445,0.003472222219,1.079166667,Jul-2024
19-TP-BB-01072024-160855,D,51D-343.96,2.2,88938909,190,1.65501,4.201512,100,100,1,B,B,1,E,0.01527777778,0.005555555552,1.072916667,Jul-2024
02-TP-AA-01072024-160901,E,50H-245.07,2.3,74832996,260,2.622585,5.227362,100,100,2,AC,C,1,E,0.02083333334,0.03958333333,1.0625,Jul-2024
19-TP-AA-01072024-161007,D,61E-005.02,5,166558744,360,5.385975,12.91752,100,100,1,B,B,1,E,0.02152777778,0.006944444453,1.054166667,Jul-2024
02-TP-AA-01072024-161003,E,50H-206.50,5,236367260,740,4.308045,13.605753,100,100,1,C,C,1,E,0.05069444444,0.02222222222,1.013194444,Jul-2024
02-TP-AA-01072024-161005,E,51C-302.42,5,122442346,280,5.818785,7.2329985,100,100,1,C,C,1,E,0.03472222223,0.002083333333,0.9930555556,Jul-2024
19-TP-AA-01072024-161006,D,51C-691.01,5,319155926,490,4.8457395,12.711237,100,100,1,B,B,1,E,0.03888888889,0.0125,0.9784722222,Jul-2024
02-TP-AA-01072024-160902,E,50H-255.25,2.3,0,160,0,0,100,100,1,C,C,1,E,0.03194444445,0.0006944444467,0.9590277778,Jul-2024
02-TP-AA-01072024-160905,E,61C-283.53,2.2,129968792,240,8.12805,12.228825,100,100,1,C,C,1,E,0.03472222223,0.02986111111,0.9451388889,Jul-2024
02-TP-AA-01072024-161004,E,51C-919.76,5,193369081,440,5.437635,9.2248275,100,100,1,C,C,1,E,0.03194444445,0.05208333333,0.9388888889,Jul-2024
02-TP-AA-01072024-160906,E,50H-231.72,2.3,4333550,170,0.7644,0.720594,100,100,1,C,C,1,E,0.02083333334,0.009027777778,0.9333333333,Jul-2024
60-TP-AA-01082024-168299,C,50LD-165.85,9,296401222,810,7.9387455,21.996366,100,100,1,C,C,1,F,0.01944444445,0.008333333331,0.1395833333,Jul-2024
60-TP-AA-01082024-168298,C,50LD-165.85,9,448320348,600,9.280131,26.601918,100,100,1,B,B,1,F,0.02083333333,0.05000000001,0.1027777778,Jul-2024
TTPP-AA-02082024-168352,A,51C-053.22,1.4,32098250,60,1.3104,2.1083265,100,100,1,C,C,1,F,0.005555555559,0.001388888886,0.08611111112,Jul-2024
60-TP-AA-01082024-168300,C,50H-052.71,9,308599562,800,6.92139,17.3496015,100,100,1,C,C,1,F,0.008333333331,0.02638888889,0.07291666666,Jul-2024
19-TP-BB-02082024-168335,D,51D-313.73,2.2,89125855,160,1.919253,12.1206225,100,100,1,B,B,1,E,0.01805555556,0.006249999999,0.6819444444,Jul-2024
02-TP-AA-02082024-168348,E,51D-336.62,2.3,170177006,250,0.98784,4.068372,100,100,1,C,C,1,E,0.025,0.03333333333,0.6076388889,Jul-2024
02-TP-AA-01082024-168309,E,50H-206.50,5,146453377,1200,4.855389,16.668393,100,100,1,C,C,1,E,0.01527777778,0.009722222225,0.5576388889,Jul-2024
TTPP-AA-01092024-176034,A,51C-600.58,1.45,45728279,140,1.588272,4.4640225,100,100,1,B,B,1,F,0.008333333331,0.008333333339,0.05972222222,Jul-2024
19-TP-AA-01092024-176041,D,51D-342.45,2.2,419081699,220,1.66719,10.3026105,100,100,1,B,B,1,E,0.02708333333,0.009027777778,0.9395833333,Aug-2024
02-TP-AA-02092024-176107,E,51C-538.27,5,183035099,830,3.224235,10.71714,100,100,1,C,C,1,E,0.0375,0.0006944444467,0.7152777778,Aug-2024
60-TP-AA-01102024-182649,C,50H-052.21,9,276585534,880,7.6414485,18.6038685,100,100,1,C,C,1,F,0.02847222222,0.01944444444,0.2277777778,Aug-2024
60-TP-AA-01102024-182650,C,50H-052.71,9,451144441,810,7.0309365,20.977383,100,100,3,ACB,B,1,F,0.04166666668,0.09999999998,0.1506944444,Aug-2024
26-TI-AA-01102024-182632,B,50H-264.35,16,736132012,1390,11.542503,37.301082,100,100,2,CA,A,1,D,0.06875,0.07569444445,1.023611111,Aug-2024
02-TP-AA-01102024-182611,E,51D-339.81,2.3,25808636,220,2.48556,4.7708955,100,100,2,AC,C,1,E,0.006250000006,0.03958333333,0.7166666667,Aug-2024
